id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
1858,Wijziging van de inkomstenbelasting en de overdrachtsbelasting (verhoging huurwaardeforfait en verlaging overdrachtsbelasting),0,21399,07/12/1989,1,107,1990,1,107,gewoon wetsvoorstel,0,0,0,,,
1859,Wijziging van de begroting van de uitgaven en de ontvangsten van hoofdstuk III (Ministerie van Algemene Zaken) voor het jaar 1989 (wijziging samenhangende met de Najaarsnota; tweede wijziging),0,21401,,,,1990,,,begroting,,,,,,
1860,Wijziging van de tarieven van de bestemmingsheffingen Wet algemene bepalingen milieuhygiëne en van de tijdelijke toeslag op de accijns van gelode lichte olie (Tarievenwet 1990 brandstofheffingen milieu en tijdelijke toeslag op de accijns van gelode lichte olie),0,21406,12/12/1989,1,107,1990,1,107,gewoon wetsvoorstel,0,0,0,,,
1861,Wijziging van het hoofdstuk Financiële bepalingen van de Wet algemene bepalingen milieuhygiëne,0,21407,12/12/1989,7,700,1990,7,700,gewoon wetsvoorstel,0,0,0,,,
1862,Wijziging van de Algemene Kinderbijslagwet (bijzondere verhoging kinderbijslag met ingang van 1990),0,21408,12/12/1989,13,1309,1990,13,1308,gewoon wetsvoorstel,0,0,0,,,
1863,Wijziging van de begroting van de uitgaven en van de ontvangsten van het Provinciefonds voor het jaar 1989 (wijziging samenhangende met de Najaarsnota; tweede wijziging),0,21409,,,,1990,,,begroting,,,,,,
1864,"Correctie en aanpassing van het eerste, tweede en vierde tot en met twaalfde gedeelte van de Invoeringswet Boeken 3, 5 en 6 van het nieuwe Burgerlijk Wetboek (Invoeringswet Boeken 3, 5 en 6 nieuw B.W. (dertiende gedeelte))",0,21418,16/01/1990,15,1599,1990,15,1599,gewoon wetsvoorstel,0,0,0,,,
1865,Voorstel van wet van het lid Hermans tot wijziging van de Mediawet en de Wet op de telecommunicatievoorzieningen in verband met vrijmaking van de kabel,1,21422,16/01/1990,17,1706,1990,17,1706,gewoon wetsvoorstel,0,0,0,,,
1866,Verlenging van de in de Algemene wet inzake rijksbelastingen vervatte termijn van navordering voor vermogens-en inkomensbestanddelen in het buitenland,0,21423,16/01/1990,1,107,1990,1,107,gewoon wetsvoorstel,0,0,0,,,
1867,"Goedkeuring van de Verdragen inzake sociale zekerheid met Canada en de Verenigde Staten van Amerika van 1987, als gewijzigd in 1989",0,21424,16/01/1990,13,1300,1990,13,1300,goedkeuring verdrag,0,3,0,,,
1868,Wijziging van de Wet op de weerkorpsen ter zake van de particuliere beveiligingsorganisaties,0,21426,16/01/1990,12,1299,1990,12,1299,gewoon wetsvoorstel,0,0,0,,,
1869,"Wijziging van de Instellingswet Bedrijfschap Detailhandel in Aardappelen, Groenten en Fruit",0,21429,16/01/1990,15,1519,1990,15,1599,gewoon wetsvoorstel,0,0,0,,,
1870,Aanpassing van Boek 6 van het nieuwe Burgerlijk Wetboek van de richtlijn van de Raad van de Europese Gemeenschappen inzake de aansprakelijkheid voor produkten met gebreken,0,21430,16/01/1990,15,1525,1990,15,1525,gewoon wetsvoorstel,1,1,4,,,
1871,Regelen met betrekking tot de oprichting van de Stichting Landbouwvoorlichting (Wet Stichting Landbouwvoorlichting),0,21432,16/01/1990,4,404,1990,4,404,gewoon wetsvoorstel,0,0,0,,,
1872,"Wijziging (onder meer schrapping van de zogenaamde uitwonendenmaatregel) van de wet tot wijziging van onder meer de Wet op de studiefinanciering in verband met dekking van de meeruitgaven ter zake van de uitvoering van die wet, vereenvoudiging van die wet, verbeteringen van procesrechtelijke aard, alsmede de afschaffing van de tegemoetkoming in de overige studiekosten (Vereenvoudiging WSF I)",0,21433,16/01/1990,6,601,1990,6,601,gewoon wetsvoorstel,0,0,0,,,
1873,Wijziging van de Wet op de Ruimtelijke Ordening (regeling Waddenadviesraad),0,21434,17/01/1990,7,710,1990,7,701,gewoon wetsvoorstel,0,0,0,,,
1874,Wijziging van de Visserijwet 1963,0,21436,23/01/1990,4,408,1990,4,408,gewoon wetsvoorstel,0,0,0,,,
1875,Wijziging van diverse wetten in verband met vereenvoudiging van regelgeving en vergroting van gemeentelijke en provinciale beleidsvrijheid,0,21437,23/01/1990,20,2001,1990,20,2001,gewoon wetsvoorstel,0,0,0,,,
1876,Inwerkingtreding van het Besluit huisvesting legkippen,0,21440,29/05/1990,4,406,1990,4,405,gewoon wetsvoorstel,0,0,0,,,
1877,Regels ten behoeve van de openluchtrecreatie (Wet op de openluchtrecreatie),0,21447,13/02/1990,21,2103,1990,21,2103,gewoon wetsvoorstel,0,0,0,,,
1878,Tijdelijke verhoging van op grond van de Wet individuele huursubsidie toe te kennen bijdragen,0,21448,06/02/1990,14,1406,1990,14,1406,gewoon wetsvoorstel,0,0,0,,,
1879,Wijziging van de inkomstenbelasting en de overdrachtsbelasting (wijziging ingangsdatum verhoging huurwaardeforfait en verlaging overdrachtsbelasting),0,21450,07/02/1990,14,1411,1990,14,1401,gewoon wetsvoorstel,0,0,0,,,
1880,"Wijziging van de Wet op het basisonderwijs, de Overgangswet WBO, de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs en de Overgangswet ISOVSO in verband met enkele technische wijziginggen en van de Overgangswet WBO in verband met de verlenging tot 1 augustus 1992 van de verplichting om 1 kleuterleidster aan de school verbonden te hebben",0,21451,13/02/1990,6,602,1990,6,602,gewoon wetsvoorstel,0,0,0,,,
1881,Wijziging van de inkomstenbelasting en de loonbelasting (verhoging kostenforfait inkomsten uit vroegere arbeid),0,21459,06/03/1990,1,107,1990,1,107,gewoon wetsvoorstel,0,0,0,,,
1882,Wijziging van de Wet op de omzetbelasting 1968 (wijziging van de plaats van dienst voor bepaalde prestaties),0,21463,06/03/1990,15,1500,1990,15,1500,gewoon wetsvoorstel,0,0,0,,,
1883,Voorstel van wet van de leden Wiebenga en Te Veldhuis tot wijziging van het voorstel van wet van de leden Wiebenga en Te Veldhuis tot wijziging van de Provinciewet en de gemeentewet houdende algemene regelen inzake het opstellen van plannen en beleidsverslagen door besturen van provincies en gemeenten ten behoeve van het Rijk,1,21467,07/03/1990,20,2016,1990,20,2001,gewoon wetsvoorstel,0,0,0,,,
1884,"Opheffing van het Visserijschap en het Bedrijfschap voor de Groothandel in Vis en Aanverwante Bedrijven, tevens strekkende tot wijziging van de Instellingswet Productschap voor Vis en Visproducten",0,21469,07/03/1990,4,408,1990,4,408,gewoon wetsvoorstel,0,0,0,,,
1885,Wijziging van de artikelen van de Comptabiliteitswet inzake de Algemene Rekenkamer (vijfde wijziging Comptabiliteitswet),0,21471,13/03/1990,1,105,1990,1,105,gewoon wetsvoorstel,0,0,0,,,
1886,Regeling inzake de adeldom (Wet op de adeldom),0,21485,03/04/1990,2,299,1990,2,299,gewoon wetsvoorstel,0,0,0,,,
1887,Wijziging van de Wet op het basisonderwijs in verband met de intrekking van de zogenaamde vierjarigenmaatregel alsmede in verband met zorgverbreding,0,21489,03/04/1990,6,602,1990,6,602,gewoon wetsvoorstel,0,0,0,,,
1888,Regelen inzake de melding van de verkrijging of overdracht van zeggenschap of van een belang in ter beurze van de Europese Gemeenschappen genoteerde vennootschappen naar Nederlands recht (Wet melding zeggenschap in ter beurze genoteerde vennootschappen),0,21492,05/04/1990,15,1502,1990,15,1502,gewoon wetsvoorstel,1,1,4,,,
1889,Uitvoering van het op 25 oktober 1980 te 's-Gravenhage tot stand gekomen Verdrag inzake de toegang tot de rechter in internationale gevallen en de op 27 januari 1977 te Straatsburg tot stand gekomen Europese Overeenkomst inzake het doorzenden van verzoeken om rechtsbijstand,0,21497,05/04/1990,12,1204,1990,12,1204,gewoon wetsvoorstel,0,1,0,,,
1890,Wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering en enkele andere wetten ter verruiming van de mogelijkheden tot toepassing van de maatregel van ontneming van wederrechtelijk verkregen voordeel en andere vermogenssancties,0,21504,24/04/1990,12,1210,1990,12,1210,gewoon wetsvoorstel,0,0,0,,,
1891,Aanpassing van de bezoldiging van enige rechterlijke ambtenaren,0,21506,24/04/1990,12,1201,1990,12,1201,gewoon wetsvoorstel,0,0,0,,,
1892,Regeling van de organisatie van de toepassing en de uitvoering van de buitengewoon-pensioenwetten voor verzetsdeelnemers en zeelieden-oorlogsslachtoffers en de uitkeringswetten voor oorlogsgetroffenen alsmede wijziging van enige andere wetten (Wet op de Pensioen- en Uitkeringsraad),0,21512,01/05/1990,5,509,1990,5,503,gewoon wetsvoorstel,0,0,0,,,
1893,Wijziging van het Burgerlijk Wetboek in verband met de invoering van een klachtrecht van de individuele werknemer,0,21514,26/04/1990,5,503,1990,5,503,gewoon wetsvoorstel,0,0,0,,,
1894,Verlaging van de verschuldigde pensioenbijdrage als bedoeld in de Algemene burgerlijke pensioenwet over de jaren 1988 en 1989,0,21515,01/05/1990,5,509,1990,5,503,gewoon wetsvoorstel,0,0,0,,,
1895,"Goedkeuring van het op 18 december 1989 te 's-Gravenhage totstandgekomen Protocol tot wijziging van het Verdrag met Oostenrijk van 1 september 1970 tot het vermijden van dubbele belasting met betrekking tot belastingen naar het inkomen en naar het vermogen, met Slotprotocol",0,21520,12/06/1990,1,107,1990,1,107,goedkeuring verdrag,0,2,0,,,
1896,Wijziging van de Jeugdspaarwet met betrekking tot de uitvoering,0,21526,08/05/1990,13,1306,1990,13,1305,gewoon wetsvoorstel,0,0,0,,,
1897,Regeling van het beroepsgoederenvervoer en het eigen vervoer met vrachtauto's (Wet goederenvervoer over de weg),0,21532,10/05/1990,10,1000,1990,10,1000,gewoon wetsvoorstel,0,0,0,,,
1898,Wijziging van de Wet Uitvoering Internationaal Energieprogramma,0,21540,22/05/1990,8,800,1990,8,800,gewoon wetsvoorstel,0,3,0,,,
1899,"Wijziging van de Wet van 3 mei 1989, Stb. 126 (verlenging van het recht op arbeidsongeschiktheidsuitkering op grond van de Algemene Arbeidsongeschiktheidswet van personen, wier arbeidsongeschiktheid vóór 1 januari 1979 is ingetreden)",0,21542,22/05/1990,13,1304,1990,13,1304,gewoon wetsvoorstel,0,0,0,,,
1900,"Wijziging van de Wet van 24 april 1985, Stb. 230, en de Invoeringswet stelselherziening sociale zekerheid",0,21543,22/05/1990,13,1300,1990,13,1300,gewoon wetsvoorstel,0,0,0,,,
1901,Wijziging van de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs in verband met het stopzetten van de planprocedure,0,21546,29/05/1990,6,600,1990,6,600,gewoon wetsvoorstel,0,0,0,,,
1902,Wijziging van de Colportagewet in verband met de afschaffing van het registratiestelsel,0,21547,29/05/1990,15,1525,1990,15,1525,gewoon wetsvoorstel,0,0,0,,,
1903,"Uitvoering van enkele conflictenrechtelijke bepalingen van de richtlijn 88/357/EEG van de Raad van de Europese Gemeenschappen van 22 juni 1988, PbEG L 172 en coördinatie van de conflictenrechtelijke bepalingen van het op 19 juni 1980 te Rome tot stand gekomen verdrag inzake het recht dat van toepassing is op verbintenissen uit overeenkomst, Trb. 1980, nr. 156, met die van de richtlijn",0,21550,31/05/1990,12,1200,1990,12,1200,gewoon wetsvoorstel,1,1,8,88/357/EEG,,
1904,Wijziging van het Wetboek van Strafrecht en van het Wetboek van Strafvordering in verband met de voortschrijdende toepassing van informatietechniek (Wet computercriminaliteit),0,21551,06/06/1990,12,1299,1990,12,1299,gewoon wetsvoorstel,0,0,0,,,
1905,Wijziging van bepalingen van de Mediawet met het oog op de invoering van landelijke commerciële omroep,0,21554,06/06/1990,17,1707,1990,17,1707,gewoon wetsvoorstel,0,0,0,,,
1906,Uitbreiding van de Wet bodembescherming met een regeling inzake de sanering van de bodem,0,21556,06/06/1990,7,711,1990,7,711,gewoon wetsvoorstel,0,0,0,,,
1907,Wijziging van de Wet op het basisonderwijs en van de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs met betrekking tot voorrangsbenoemingen,0,21558,31/05/1990,6,602,1990,6,602,gewoon wetsvoorstel,0,0,0,,,
1908,Wijziging van het Burgerlijk Wetboek en enige andere wetten in verband met de opneming van bepalingen omtrent de overeenkomst tot het verrichten van handelingen op het gebied van de geneeskunst,0,21561,07/06/1990,3,321,1990,3,321,gewoon wetsvoorstel,0,0,0,,,
1909,Aanvulling van het Wetboek van Strafrecht en het Wetboek van Strafvordering met voorzieningen ten behoeve van de bestrijding van heling,0,21565,14/06/1990,12,1202,1990,12,1202,gewoon wetsvoorstel,0,0,0,,,
1910,Wijziging van de begroting van de uitgaven en de ontvangsten van hoofdstuk IX A (Nationale Schuld) voor het jaar 1990 (wijziging samenhangende met de Voorjaarsnota; eerste wijziging),0,21572,,,,1990,,,begroting,,,,,,
1911,Wijziging van de gemeentewet met betrekking tot de materiële belastingbepalingen,0,21591,26/06/1990,1,107,1990,1,107,gewoon wetsvoorstel,0,0,0,,,
1912,"Nadere wijziging van de Algemene Wet Bijzondere Ziektekosten en de Ziekenfondswet, alsmede daarmee samenhangende wijzigingen in enige andere wetten, in het kader van de geleidelijke wijziging van het stelsel van ziektekostenverzekering (Wet stelselwijziging ziektekostenverzekering tweede fase)",0,21592,20/06/1990,3,301,1990,3,301,gewoon wetsvoorstel,0,0,0,,,
1913,Verlenging van de werkingsduur van krachtens de Sanctiewet 1977 ten aanzien van de invoer van bepaalde gouden munten uit Zuid-Afrika gestelde regelen,0,21595,19/06/1990,19,1912,1990,19,1921,gewoon wetsvoorstel,0,0,0,,,
1914,Verlenging van de Machtigingswet inschrijving studenten en de Machtigingswet beperking inschrijving h.b.o.,0,21600,26/06/1990,6,601,1990,6,601,gewoon wetsvoorstel,0,0,0,,,
1915,Wijziging van de Wet op het basisonderwijs en de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs in verband met vrijwillige opheffing van openbare scholen,0,21601,26/06/1990,6,602,1990,6,602,gewoon wetsvoorstel,0,0,0,,,
1916,Verlenging van de werkingsduur van het Sanctiebesluit wapenvervoer Zuid-Afrika en het Sanctiebesluit licenties Zuid-Afrika,0,21605,27/06/1990,19,1912,1990,19,1921,gewoon wetsvoorstel,0,3,0,,,
1917,Wijziging van de Wet op de omzetbelasting 1968 (aanpassing aan de achttiende btw-richtlijn en enige andere wijzigingen),0,21607,03/07/1990,1,107,1990,1,107,gewoon wetsvoorstel,1,0,6,,,
1918,Nadere wijziging van de Werkloosheidswet (Wijziging enkele bepalingen inzake het recht op uitkering),0,21608,04/07/1990,13,1307,1990,5,503,gewoon wetsvoorstel,0,0,0,,,
1919,Wijziging van de Wet administratiefrechtelijke handhaving verkeersvoorschriften,0,21612,26/06/1990,12,1299,1990,12,1299,gewoon wetsvoorstel,0,0,0,,,
1920,Wijziging van bepalingen van de Mediawet in verband met de toewijzing van reclamezendtijd op zondagen,0,21627,04/07/1990,17,1707,1990,17,1707,gewoon wetsvoorstel,0,0,0,,,
1921,"Wijziging van de Militaire Ambtenarenwet 1931 (Stb. 519) en van de Wet rechtstoestand dienstplichtigen (Stb. 1971, 231) in verband met Herziening van het militair tuchtrecht (Wet militair tuchtrecht)",0,21633,04/09/1990,16,1608,1990,16,1608,gewoon wetsvoorstel,0,0,0,,,
1922,Wijziging van de Zaaizaad-en Plantgoedwet,0,21642,04/09/1990,4,499,1990,4,499,gewoon wetsvoorstel,0,0,0,,,
1923,"Wijziging van de Wet op het basisonderwijs en de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs (directie bij voorgenomen fusies, accountantscontrole)",0,21643,04/09/1990,6,602,1990,6,602,gewoon wetsvoorstel,0,0,0,,,
1924,Wijziging van de Algemene Bijstandswet en daarop rustende nadere regelgeving in verband met decentralisatie van de bijzondere bijstand en vergroting van de mogelijkheden om met behoud van uitkering deel te nemen aan scholing en opleidingen,0,21644,04/09/1990,13,1302,1990,13,1302,gewoon wetsvoorstel,0,0,0,,,
1925,"Goedkeuring en uitvoering van het op 16 februari 1990 te Brussel tot stand gekomen Achtste Protocol bij het Benelux-Verdrag tot unificatie van accïjnzen en van het waarborgrecht (Trb. 1990, 49)",0,21645,04/09/1990,1,107,1990,1,107,goedkeuring verdrag,0,3,0,,,
1926,"Goedkeuring en uitvoering van het op 16 februari 1990 te Brussel tot stand gekomen Protocol houdende wijziging van artikel 81 van het Verdrag tot instelling van de Benelux Economische Unie (Trb. 1990, 50)",0,21646,04/09/1990,19,1913,1990,19,1921,goedkeuring verdrag,0,3,0,,,
1927,Verlenging van de werking van de krachtens de In- en uitvoerwet ten aanzien van de invoer en de uitvoer van goederen gestelde regels,0,21647,04/09/1990,18,1803,1990,18,1803,gewoon wetsvoorstel,0,0,0,,,
1928,Vaststelling van het slot van de Rijksrekening over het jaar 1980 (Rekenwet 1980),0,21648,,,,1990,,,begroting,,,,,,
1929,Vaststelling van het slot van de Rijksrekening over het jaar 1981 (Rekenwet 1981),0,21649,,,,1990,,,begroting,,,,,,
1930,Vaststelling van het slot van de Rijksrekening over het jaar 1982 (Rekenwet 1982),0,21650,,,,1990,,,begroting,,,,,,
1931,Vaststelling van het slot van de Rijksrekening over het jaar 1983 (Rekenwet 1983),0,21651,,,,1990,,,begroting,,,,,,
1932,Vaststelling van het slot van de Rijksrekening over het jaar 1985 (Rekenwet 1985),0,21653,,,,1990,,,begroting,,,,,,
1933,Vaststelling van het slot van de Rijksrekening over het jaar 1986 (Rekenwet 1986),0,21654,,,,1990,,,begroting,,,,,,
1934,Wijziging van de Wet op de Bedrijfsorganisatie,0,21657,04/09/1990,15,1519,1990,15,1599,gewoon wetsvoorstel,0,0,0,,,
1935,"Aanpassing van Boek 8 van het Burgerlijk Wetboek en van enige met Boek 8 samenhangende wetten en bepalingen van het Wetboek van Koophandel, het Wetboek van Burgerlijke Rechtsvordering en het Wetboek van Strafrecht aan de Kadasterwet en aan de Boeken 3 en 6 van het Burgerlijk Wetboek (Aanpassingswet Boek 8)",0,21658,04/09/1990,12,1204,1990,12,1204,gewoon wetsvoorstel,0,0,0,,,
1936,"Wijziging van de Wet administratieve rechtspraak bedrijfsorganisatie, de Wet administratieve rechtspraak overheidsbeschikkingen, de Wet op de Raad van State en de Colportagewet (bezwaarschriftprocedure)",0,21659,04/09/1990,15,1500,1990,15,1500,gewoon wetsvoorstel,0,0,0,,,
1937,Enige wijzigingen van de Grondwaterwet,0,21661,04/09/1990,7,701,1990,7,701,gewoon wetsvoorstel,1,0,5,,,
1938,Verlenging van de werkingsduur van de Interimwet bodemsanering,0,21668,04/09/1990,7,711,1990,7,711,gewoon wetsvoorstel,0,0,0,,,
1939,"Aanpassing van de toelage van de Voorzitter van de Eerste Kamer, van de bedragen inzake de schadeloosstelling van de leden van de tweede Kamer en van de toelagen enz. van de voorzitter, ondervoorzitters en fractievoorzitters van die kamer",0,21685,11/09/1990,20,2004,1990,20,2004,gewoon wetsvoorstel,0,0,0,,,
1940,"Wijziging van de Wet op de studiefinanciering en van de Les-en cursusgeldwet, onder meer in verband met de versterking van het juridisch fundament van de inning van studieschulden, invoering van derdenbeslag en het aanbrengen van verbeteringen van technische aard (reparatie WSF)",0,21687,19/09/1990,6,601,1990,6,601,gewoon wetsvoorstel,0,0,0,,,
